user_id,n_val,mle_top1,map_top1
AEV5D3UJWD7NXG4H7VCUR5TK6KTA,3,1,1
AEV5QK5B6EOXF6DEG7V36PKN2VAQ,1,0,1
AEV6W24ZQKBLESVSET5QFU3L6DSQ,3,1,1
AEV7TXHVRU6MHZXLF5AFQJ7K6YGQ,9,1,1
AEVBQOEEDFKHLWRZ7QBNO6EKU3JA,1,0,1
AEVDXTIUAJBMRGFXSYEXXZ2SESAA,4,0,0
AEVEM6GEISW37CMVIPKUJBRVGT5A,3,1,1
AEVFT552CMYQWTBS4WP2CP23DCFA,1,0,0
AEVFWS7JFEKHYDZKH4SI5YDSNGJQ,13,1,1
AEVIN7IPONNS3ZLNTK72WR4IUIVQ,1,0,1
AEVKSXFMCSTLOQ6EUMFPVZCMN3SQ,1,0,0
AEVLNG7Y3AL5L64VNWUXREBUR5VQ,5,0,0
AEVPBFDOOADSPN4WVEEIGANSYGRQ,4,0,0
AEVPPTMG43C6GWSR7I2UGRQN7WFQ,4,0,0
AEVPXPW662NKOPTJMJ4YOZ2VF2OQ,1,0,0
AEVQZEIMZMNZMWDZ4EPVX5RHVIOQ,1,1,1
AEVU3GLOKKZNOPWSXVG33JEACOMQ,2,0,0
AEVUL4RVY4DYVBCPTHOA2OEFDB2A,2,0,0
AEVUPX6BPRXSN5K7K5G72PH3LL3A,5,0,0
AEVVEAMWSRG5IWBFUSCIWVYYIE2A,3,1,1
AEVXK6CUSHY3VZENA5K2JCOVIA2Q,1,0,1
AEVYF7OXIXP5MZCVRKQWJQME3FMA,4,1,1
AEVYOAQYZ43OJMT2NKOMKHUJVK2A,2,0,1
AEVYYOZKW7NNUI77YPOCWJLSLXJQ,4,1,1
AEW2KQJSPIN3CIF3NA55TEUECSPA,2,1,1
AEW2LYUOZZXNOKS2SEEERZXTP7BA,1,0,0
AEW2MURGRMR4RITTSKPOGA7N4FSQ,2,0,0
AEW2Q2N6FF2DPFJTWDKKPGCRNMOQ,1,1,0
AEW37LP7ISR4UYJMEK6RH5LEGATQ,14,1,1
AEW5JKX42ALU2GZGRHQA7SCMZSKQ,1,1,0
AEW5LP3YC5MWIXDQ67NSJJQCIZMQ,1,0,1
AEW7MNCXOBKUIYWEED2CF5M5GMBA,2,1,1
AEWBIKGVLTHMBALGAUIPQJH545YQ,7,1,0
AEWCKWP4FROURMGFQOEVFAA5NJFQ,2,0,0
AEWD4RT6F6A5U3W3R4NKFGELD24Q,2,1,1
AEWEJV36HTWVKQZRYTA6IC6DZANA,1,1,1
AEWEPVE57ZYYJPONMEMMR2XTNFCQ,2,1,1
AEWFL5KWUU4E7WNPVRNQIRXMXCDQ,1,0,0
AEWFSITC3GNWG6CUICR44J2P4IRA,1,0,0
AEWGOIWJ4CQKSYRQPTK57TJ6SQKA,1,0,0
AEWIHFQVSLYEMZQLZ742VKF3YFZQ,4,0,0
AEWJ75DU564S7MHOR65ENIOF3EZQ,6,0,0
AEWJD5HRCUHNHJWPY2HO53PX77JA,2,0,1
AEWJNA4AVFJPMHDWV4FINTBUBVKQ,1,0,0
AEWK45NLQWUDXWPF76JNHPMJVZPQ,1,0,0
AEWKVBFPXF7I2W5W2GSZWEYQW2HA,1,1,1
AEWL7IXZWW7ILS4UPEVRKJ7PUCDQ,1,0,0
AEWMNSG5RQX4YMJSU2R55TKP7JFQ,3,0,1
AEWO7LXRGV5BBJXFZSZ7BITCXRKQ,8,0,0
AEWOYZ3H3FV72KC5HJ7MH7QCQ55A,2,1,1
AEWP4PU76HOCGE2NV7CUG4BNUMGQ,1,0,0
AEWQUAKSV7ZFAETOSLXSQNGB7B5Q,2,1,0
AEWQX5T3LJW6QXEWCVV7UAZQCC3A,1,0,1
AEWRDR6LUVTJ2BC5B6DKONIJ6GLQ,1,0,0
AEWRZLS7FBAX3BXANLXDKVV33CCA,1,1,0
AEWSLV2IT234N6U26IO3JI5X22QA,4,0,1
AEWTCRJT4VEZ6I5LBB4PTHZZIGSA,2,1,1
AEWTR2KIND3MENKL5MLTPEDIWDGQ,2,1,0
AEWUGIHTWDTD6CMBHTOG56QHJHWA,1,0,1
AEWVIFVJKWYBOXZRKTXRJM5BMYLQ,2,0,0
AEWWBT5WHOPTXM6W43JMXMOANEYQ,2,0,0
AEWZNEF4HZKLXXBFBFYJ6VBNE2IA,7,0,1
AEX47GJ6FDR6HACXPAD4NG2W5PZQ,1,1,1
AEX4GECDHGOYWW4G7PPX3P4FMP6A,1,0,1
AEX4GYVGQYS5DAQFT7QZ724H3YXQ,4,1,1
AEX4L3WFERYZNBZPVOPRBDXQS3NA,1,0,0
AEXC2KXD2FSPWLZ2Z5RT25XKRNIA,1,0,1
AEXDK24VH5AGAA6P2OLK6GKBFKMA,2,1,1
AEXDWHHIIFQOAA6ZYMUYO53ON75A,3,0,0
AEXEOT2U26HZF6E5QJUOROJ4PHHQ,1,0,1
AEXGCSTVJ7SJ7CZWUKLAIPXJC5VA,4,1,1
AEXGGMOF74SH422YWTO4CW7QLHMA,3,1,1
AEXGISIVX7WBUNI7UHHERVB3DF7Q,17,1,1
AEXIV2ISMCPPUSRRCBTOQGARRRJQ,2,1,0
AEXJLW3SNZGHPP3KTWOQ3BBPMF4A,1,0,0
AEXM4ZZJDKJOME66UVROME5PZDJQ,3,1,0
AEXMLRVAL7A237OJGJFVBR4ZTU4Q,1,0,0
AEXNNLOHW5FXA33NHNZC6BH62IAA,1,0,0
AEXNRRQYO3OA4KLX7CIEOHUXXXCA,1,0,0
AEXPRID5QVSP7U7L65HOWXASTD4A,4,0,0
AEXSIDHG4ZDAOGWWOGYLOANE4B2A,1,1,1
AEXSTBDHBUWVHC3K2Q5HRBKCWJ2Q,1,1,1
AEXTRZ7QAVVUYOVHDS7O37SG33PQ,1,0,0
AEXTSZOMHUDQZ46764RKBNZ2WANA,7,0,1
AEXTYYWVD3GD5GUYKFYRKRZHA4EA,5,1,1
AEXUQ6L3E7H47TXWWK5YA5HNAWEQ,1,0,1
AEXV6TZNUMYYPHUFP23DFZQF26TA,1,0,0
AEXVKVUMNZNHML7CHWHCN7S3IUYQ,2,1,1
AEXVURCWJ3BTHXRBSAYPO2CZNGLQ,2,1,1
AEXYAYKO4JSMM7ALG7YY3P67FXVQ,2,0,1
AEXYLV5YOYWSLGG47VVECVURA7XQ,16,1,1
AEXYS4EZOVPATNHT2TNYG7PQSANA,1,0,1
AEXZF27KXMSZYYI3GZZHTZGEDN3A,2,0,1
AEXZOHZ2IT3VNDJJLFR2YVXYB6FQ,1,1,1
AEY2OUPRDERZKJ2TOKVOOXHURU5A,4,0,1
AEY3EXJ43NJ6ARJNM2CT2SQJKD5A,1,0,0
AEY4B3LVSIIMVIVRP7HPEFPFJVWA,2,0,1
AEY5TXXDBMRJHUP2254DOOT6TDZQ,1,1,1
AEY6CJRGQWNHC4XTHNXICWZVGG4A,7,1,1
AEY6HVEN7W7Z6LSQBMOQQHUJCHMA,3,0,0
AEY6SFMRQZ7RN2QRRERUXB24KNNA,2,1,1
AEY7DPYBZ6S52DQKEQHYZKFWGSOQ,19,0,0
AEY7USY4QYYMOIX7Q3GULQXZFX6Q,2,0,1
AEYACMMQ2LMCJRDKWVMQNBMK57DQ,1,0,0
AEYCFE77B25CKVKVSGYUJBZK63YQ,3,1,1
AEYDPBD6PTNDWZ6LTOETH2P44U2A,1,1,1
AEYEFM3AMDN3AE2MRGBQAE5XXU5Q,2,1,1
AEYESHB77AE3E5FLLMWSET7YVSEQ,1,0,1
AEYGDEFTCBHWMTQP4WC53XBB45MA,3,1,1
AEYHSQDKAXT5R4X7VMYN4PBX2GGQ,1,1,1
AEYHV6B5TFJBICDK4QOC4QBZ24EQ,2,0,0
AEYIFE4RMSBP5G2D7VOGSPV7BO3Q,2,0,0
AEYIYU7GP6KFI4HBOHJ5VAFM32WQ,2,1,1
AEYJ5I5ZNOZT6BT55BB73JNPMIDA,1,0,1
AEYJEFUTTISQCFB2FXXIAUUYE4MQ,1,1,1
AEYJUV55NAZE2E34EEN2VAM52N6A,1,0,1
AEYJZSEDSRJHSSCYVZXIMGMDIMGA,5,1,0
AEYK5YGOKGJJ6QYYWDV32ST23Q7A,8,0,0
AEYL33RQMQHQNHXTTQQNYFMZUB3A,2,1,1
AEYLD5YXCAFZU3CP7KHIVVPCU7LA,2,0,0
AEYORVR2P7EIGEGPSD6S2SJYM2MQ,1,1,1
AEYPYUJLNKR3ZYRQ56ILPT6THZKQ,5,1,1
AEYRDXLYI5MUMXFXY6R3Q6ANOBOQ,1,0,0
AEYULSF6SBOYMMZVD2PS2JS3QJQQ,1,1,0
AEYUQY2CFWVBKASAFLZMXSOFLU5Q,2,1,1
AEYV4PSMOSFXE55VIB2L63E57DBQ,1,0,0
AEYVPPWR4CIKWX4BGYKCBCDL2CZQ,14,1,1
AEYW7MCTQO4T3XBKJ4ZJHOZSYVBQ,1,0,0
AEYXC4RHAWH6MOHQD3KLP6XMQGTA,3,0,1
AEYXNC2PNGHMTKNNBVHGZGZT6IIA,7,1,1
AEYYVSJ7EC5RPPADRT2DDCM6F44Q,2,1,1
AEYZJZV2EJUW2NZMJM6SELO27RMQ,1,1,1
AEYZRMN7AS43AX2HNUACRFNEKEAA,1,1,1
AEZ2WBDBIEQYG462G2YONYBGZVZQ,2,0,1
AEZ56SMJCRP4IUAQSQE6FLGLBPRA,2,1,1
AEZ5ORYUDS5ZRO4AVTTAIP65PLBA,5,1,1
AEZ6WGI3GEKYKYFPC633PL7EBMOA,1,0,1
AEZ7HY7O5RAFVLPHBHM4O2JTRTHQ,5,1,1
AEZCO6CIORNGWMEFDJW7QBTWX4BQ,2,0,1
AEZH3HLV4Z6WQDYSJIXBCE564YJA,4,1,1
AEZHIU5TZ2A572NERLNPO4VIFORQ,2,0,0
AEZHRMVXXEGT4LCKGDCWWCA6ME7Q,1,0,0
AEZIXREPS7BY7OMEVQDD42HOG4JQ,2,0,0
AEZJXGPEME5QZUBFKJ5YTYP6WK2Q,4,1,1
AEZNYDKBLLUTZNIECK3U2OS2L4BA,1,1,1
AEZO74672T3M3PJN5SJPYZ2LYEFA,1,1,1
AEZOS35BFWKPUN42J2XVMFLB2QZQ,1,0,0
AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,13,0,0
AEZPCPVKTH3AVCZUQ7FUPRBZCL3A,1,0,1
AEZQ4QQFK5WGZST4QUK6YL6OQCUA,1,1,0
AEZTKZRKLFRXBHS2FK2ETUF75EEA,5,1,1
AEZVN3AOLR5SAF4NB4HAZRIWTIBA,1,0,0
AEZVSESZTFTAGVIMP7EAQCY75CPA,1,0,1
AEZYXJ5RA4DK2W4PIIGAYWNMGMCQ,1,0,1
AEZZLU5EI7CTR5VR2IOBYDNOUUEQ,1,1,0
AF22PWBOBPMIGPZIUO4FN5DATMIQ,1,1,1
AF22QOZP65RSJNMS62RQ74UFQOBA,2,0,0
AF244WHE4TBVWT3VGK4MO2H4KPXA,1,1,1
AF24GYG2ZRVIZ3FW7XJOVSWTM2SQ,5,0,1
AF26NF3BKW3Z3VIO26KME7YDBW6A,1,1,1
AF26NWP2FCHDZP23HYPUE3NCUIUQ,2,1,1
AF2B37A6H4BA5KIDT7POXYR7465A,1,0,1
AF2B45GBU5SNI7VZBYPPCHAAXPPQ,1,1,1
AF2BESGYNJ6SSP7DRL5DP64UJYMQ,1,0,0
AF2BLE54TEMGZ546U763ZHZRXC4A,15,0,1
AF2D5XIJU5FUWISBFIQUWFT26OJA,1,0,1
AF2DBWWCJFWA6JLK45YB5KUYFOUA,2,1,1
AF2EEM7A7VS6ODAVUK3UHOX76R7A,4,1,1
AF2EIF4BHFQEEYHEMD3XKICEG2JA,1,0,1
AF2EXXFVDCP5YJ6CRSDOVBXEK4DQ,1,0,1
AF2KR5SKCQPHJIN4HBMO3R2J67ZQ,1,1,0
AF2MU6HMN3AN37DBY54I6O7GUIQA,1,0,0
AF2NLSJTSL47TST2MVASUXNQWDDQ,2,1,1
AF2NYG73EW4ADIBYRFJY2HHV7MSQ,1,0,0
AF2O72SCJ5VGDFIK557DZKWS4RUQ,10,1,0
AF2P2ABLZJXTPIM5QFSZKSUCIHAA,2,1,1
AF2PJGX5WBTXSXLWV4SRNG5WKAEA,2,0,0
AF2SEUFZIZXD2CWBMZ4U4D6YTKUQ,4,1,1
AF2SRTLNSRW2DRMLHNOWBY5A4DJA,1,1,1
AF2T552PPWKKO7WYYQTXZ55UC7KA,1,0,1
AF2TE3YV6RSYNZLYID4UG6RYGXHQ,2,1,0
AF2TV3KZUDWFG2SHSNRONH73ZFCA,6,1,1
AF2TVRFNJIPSIURJDVOBLOJK6BIQ,2,1,1
AF2UPWTPLZQYV275DGFEA26GZHXQ,2,0,0
AF2V3YVEKWPCS53LVMNQ7E44CZBQ,1,1,0
AF2W62PTHUUYMC6CEEIDU6EVNNWQ,1,0,0
AF2X37R5LKYZ3Y3UGW52SF453SGQ,1,0,0
AF2XSDQZZF2WTEH2UPMJ3SNVRFTA,1,0,0
AF2Y4NYNJWGV3QUMWW52JUC2YFSQ,1,1,1
AF2YKZQRMRGJ655I3MKQUYFGRQGA,8,1,1
AF2YUMWX3MO7RW7IGNP6ORG3NMTA,1,0,1
AF2ZWC5QVTINPEWWMBOKEFA6KXFA,4,0,0
AF345PRGIZCQCW6HJMMDPLMWDVUA,4,0,0
AF34XBHZ725FM3OPLLW7NJHSGWXA,1,0,0
AF35VUWNG2MRI4UW4L4GSFP7KSPA,2,1,1
AF3BUQEGHUBWBOORHN44HPMQRUVQ,1,0,0
AF3C6GG67A5A23LJAX7ANWIMLQEQ,1,0,1
AF3CWYODCXIFK5VUXCH2XHA7GJVQ,3,1,1
AF3D3R7EJKCATWRQYAJPKAOGNAXA,7,1,1
AF3FEO243623NC7DIV7AXZPFR7CQ,2,1,0
AF3FUPNDHSZOCS6RZHVMBBLG3KNQ,1,1,1
AF3HJN4RAVROL3VX2JSRMIKG6KEA,2,1,1
AF3JSKDBZX6AEM5ZYHRZOP6VKIUA,7,1,1
AF3JWAOD7HXW3HZ7URFXWUWJTHMQ,3,1,1
AF3L2RAV5RLUBWSOKGBNVLLVLX2Q,1,1,0
AF3L5ROOMKBV4VF4SM33JHG3X7YA,1,0,0
AF3MLKMXXFXE27FID6SAQ6VOPVHQ,4,0,0
AF3NAF3KADMMBAPQN7JZDQ6XRDVA,2,1,0
AF3ODW6NCKEVVTGZNFS6FUQYSGTQ,34,1,1
AF3OICPENFP4QCWGLJTRS6HLBGYQ,12,1,1
AF3QKQDBPOQRR3YKMXXVW5CHWFMA,2,0,1
AF3QN5MQTMGAILD5FV6BUE5DGDXQ,1,1,1
AF3RE6MKTK4WUQZ56VZOO55T4QKA,1,0,0
AF3RENOGZJOCO24HPO75EEIF4EHQ,21,0,0
AF3RKHGDZZJNN7C3ZXWESQF4L4RQ,1,0,1
AF3SHXFUIGNE5ZQ25C46EDOBLRXQ,1,1,1
AF3UBDKTA7PH7YDK3DE2GRTDZ2RQ,5,1,1
AF3VQHEZRK5R5GY7KY5GN3NYLFLQ,1,0,0
AF3WHEZKJAH27ZUTNSXDWKB2N5WQ,5,1,1
AF3XAPMKMHYURNZ6CUKYTH5NA27Q,1,1,1
AF3YLIWO5ATPBME2GJ55UZH5Q3LQ,2,0,1
AF3ZPSVGI7TKJLMLH5C7PR36TE4Q,7,1,1
AF424LDEWYYRKCHGIFDB44VWTLNA,1,1,1
AF42ETPRZPAD2IYJZJEJA7WEYU3Q,5,1,1
AF42FOZL65P4U5EWTSF7EBGWVMBA,1,0,1
AF453YWNMOPDI5XRRVQOIF56NM4Q,2,1,1
AF46XKUGCLTATEVSPIGIT3JNE5ZA,1,0,0
AF477YST23LH5KFYR32ZBIVSBLEA,1,1,1
AF47S4LZSC56JJEOIVSMTSCHUFGA,1,0,1
AF4AHGC24YRHA5GHSO3DUNIMTYZA,4,0,0
AF4B45MKDHXXEJESI4ZL65C6TWEQ,3,0,0
AF4CNDFT4UQJMWAIBMNHXEQWNAQQ,1,1,1
AF4CPJDNSYWSSAPGFOH24HYUY3WA,1,1,0
AF4F2B37FDEMH73FM3FIUUONWS6Q,6,1,1
AF4FNLSTWH3RCJD52W7TZTQOM73A,10,1,1
AF4FW5IVERTQREPLNI7MJH2GXBWQ,3,0,0
AF4JBGDA5K66TFFBODI3EBNZE57Q,2,0,0
AF4LMVWDTRVM7TJS3PLELYGWMTJA,1,0,0
AF4MTALMIFPH5KDXN7BVVTFAWXVA,2,1,0
AF4MXVTK7VBAZ5GET4I2XYK3I4VA,1,0,0
AF4OCZTPFHXZKUTAGP6CAOCMWPAA,30,1,1
AF4P6A3SEKS2HCISWAKFZVIFM7NQ,21,1,1
AF4PTIT5FEQQGTRKBJN5OPOR54WA,3,0,0
AF4RIBYT36RXHBMMWLAVN6PJWMIA,1,1,1
AF4RQVLYP52LIV6CZXSQBKQIV5DA,1,1,0
AF4U72Y2YXJCNE4YXYHRIQYG5RMA,1,0,1
AF4WKLHGPQFOBCGC2WJO3JEW7BUA,9,0,1
AF4WLLHTQLRPEZ33OJDYG23MFLKQ,26,1,1
AF4WPFKHHNUEKY2I7TJ6GR4YJ3KA,1,0,0
AF4WQGVF7WVIVMLLTIX4A6EMMBRQ,1,0,1
AF4Y43K6THHYBHEHJMDYPMTVBBDA,1,0,1
AF4YOLAALZY7VL5MXES6DCKPIXZQ,1,0,0
AF52SLUHAJZSEZ6NJHVUTUEYJ5XA,3,1,1
AF533GBOMPVYV3BHVONUWH7CMT5Q,2,1,1
AF54LGOPAZJ3QNMLQYNPSC6CYGPQ,9,1,1
AF54NZVKF6GGI4EKCPXJKPLCLTJA,1,0,1
AF55M63Y2FNGEATD4JZ3KNAJN6MQ,1,1,1
AF55ZWXV2INZD4QBMUKN7PN25GFQ,5,0,0
AF56WTJP2DX2VOGWXGH4XCYDX7PA,1,1,0
AF5772LBU76WW65XHKVUZKRY57SQ,2,0,0
AF57HVGADOSP7Q5JDQ6GX355RVPQ,1,1,0
AF5B3L74VAAXS7PRJQPDHWPA3BHA,3,0,1
AF5CQRFYKLQ4CN2N27UMXZUEQQWA,1,0,0
AF5H6G4VP3MSQRRVNMDZKX2ZY5FA,1,0,0
AF5HDMPFJTFV3OD6LZHBGR3K233A,1,0,0
AF5HMGO6S5NUN4QR3DJBP6ZVIEIA,2,1,0
AF5HQITKATBZWSKQ5BXEKW4CK4HA,1,0,1
AF5JKV3PJSY2ECV3SV2GFNFLWBNQ,2,1,1
AF5JRH6DQNAB44BCHUF2IP2HV3WA,1,1,1
AF5JSPANM6KY5VZIYWQFNDSQB7XA,1,0,1
AF5JU3VCZM2XNQAN6T7NFJEENENA,4,1,1
AF5LGPWOKA6HMA254EQ5R4BXVZQQ,2,0,0
AF5NGGINRRJGWEFYAHDI3JEUVT5A,1,0,1
AF5NKVKUZGRPBR7HAYYDUS25RGRQ,10,1,1
AF5OV37RAFZHU5DLEAP24MDL37PQ,4,0,0
AF5PSFCS64I5CGSNI5Z5CJJB4QEA,1,0,1
AF5PYXGYNIY6QQXMST5DHHRJA26Q,2,1,1
AF5RPIF7VLFO7VUXA7YV6VHT5TZA,1,0,1
AF5SFSC6MX4ZGYUTHGXTH5S53VDA,5,1,1
AF5TKOSC7LV36AECJGKG6TCXQ4UQ,1,0,0
AF5VINH42FY45HT2MDZBTUEKNQVQ,1,1,1
AF5WQDM27G2NPJWLZETHGT6SR72Q,1,0,0
AF5YX5ZOXJZDJW6IWNWODD64MTMQ,2,1,1
AF5Z27VWGLDMK7QKWQZWBTDAT5JQ,1,1,0
AF62GCRSOZZZC5LKRKSOLWHQTBLA,1,1,1
AF63DKY3AKAMBL5NBNJL5Z7V6UQA,42,0,0
AF647OH4G557V7DNWXOKKJGDITCQ,1,0,0
AF67FO64FOGX3VVVHV7M2OV4ISIA,2,0,1
AF67GLUYMESIASFCLVK4BNUUON3A,4,0,0
AF6A2EJE3PIB2ZKENWU6BIHGC72A,1,0,0
AF6ASGYCGLLPCLCUETNNCLE24K2Q,5,0,1
AF6B3CCVN4K2H44WBWIN6IFHVERA,2,1,1
AF6BLW3J4LVWNIBECFC4XGH3DQAA,1,0,0
AF6C2GUI6UUB3VMX4U2XYAXSS3NQ,1,0,0
AF6CTBREPBY2JS4FPWXS4SGKLBNQ,2,1,1
AF6DPS45KDZDTCUWZID3NMZ7F6GQ,3,1,1
AF6EPDIJKTQBZVO7PLK7UOZEW36Q,1,0,1
AF6GU3VRV2OS5GP4IDHSONU3ND3Q,2,0,0
AF6HSHBMEET7LKJA3ODPHUA36QQA,1,0,0
AF6HYLLAGHW3IVZ73GVBT7EEOB2Q,1,1,0
AF6KMNAOAH3TX3BZWVCJQOJ46W6A,2,1,1
AF6L5ZQD3WBL2P7ZN5VAFMABWMHQ,1,0,0
AF6NKZDUZ4K6YVZ2NDBFBDQVVUKA,2,0,0
AF6O5RSDRXF6CM2MXOQTVUDKABYA,2,0,0
AF6R3LIPXBFWYQ4LORVCRLABXEYQ,3,0,0
AF6SAYQAAZ6UFDCNRNULBWRBWKWA,3,0,0
AF6SM2ESLD534XWS7P6PFSL257CA,111,1,1
AF6TENYTEF4TFAQXHACAS645PGQA,1,1,1
AF6WPUAD4ADYJUIKEUDXB2SAPOEQ,4,0,0
AF6XEENCWUFUC4KSRIKOK5XZIKCQ,3,0,0
AF6XJEYV6L57IQ7F5VYUDGVVYDGQ,1,0,1
AF6YKHK6URJZMOANWEWZQ6SM5CCQ,1,0,1
AF74NZ5LZSB6OM4HEW25LS4JGI4Q,1,1,1
AF74YOLNFZVVTXCVMMDYV5VM7IGQ,1,0,0
AF75RD2DT2S6DTYLKFLOFOR4Z2PQ,11,1,1
AF75YNY5HK5X5M75SIFXFCK6HAKA,2,1,1
AF765GILVR6MWV4QUHT2OGPVG24A,1,0,0
AF77ESBQLRAISGBYP2Y25STO3GNA,4,1,1
AF7AH7D7CLATZ6SHVMTFNF7XR6XA,2,0,0
AF7DEZYEABRRCHSHPOVK4OFIMNXQ,1,1,0
AF7F5SMHL7QTVH7X67BVHFLKYI4A,1,1,0
AF7ILLGGR6QXAGKIQ5QCIXROKETA,2,0,1
AF7KSLHDIZU2ACWIOHSZSVZABCGA,1,0,0
AF7LWX4C72A7TYGYYP47IDMJVCAA,1,0,0
AF7NFYA6Z72RNULZHA2KS67XLG2A,4,0,1
AF7PP5CBJENRLG6K4VDGHBQXVB4Q,1,0,1
AF7QY5DBC63IU6VIR2ZRH6MRCRSA,7,1,1
AF7RQCNWXARAJE6PUURP6IVLDSTA,1,0,1
AF7SMYF7IQO4D5ZLYS5DKXADR4AQ,1,1,1
AF7TPVRATKMWPZKKQHML4GRANNWA,5,0,0
AF7UOMJXJ4GC72EHMQT4JOOQYTUA,1,1,1
AF7W43YVBQXDLOONWEWSWG2RDPCA,4,0,0
AFA2U2ZWVRYX3ACXTUL7DU3ZUGLQ,4,1,1
AFA2UM725OGGPWGH4ZOM5P5NQS2A,1,1,1
AFA56JIPCJ7N24LQY3XO6W7DVOCA,1,1,1
AFAADDKPIOTWBKSKKY5ITZ76SX7A,8,0,0
AFACFY4PW2AGVCBWOD5VRDLIMJBQ,5,0,1
AFADARU5CH2PE6DWHBMSSVF7GDTQ,7,0,0
AFAFDLIE3UJDMZT3VSNKEEGTZBBA,1,0,1
AFAFNPANVWPP3VFRJHQZOU7R6X2Q,1,1,1
AFAGXFQC6BG3NVSO5HHS44Y2APLQ,2,0,0
AFAIJYOUO3NAWLBDIKTQSC3DASWA,2,1,1
AFAITOHPDJ2O7AFMKCWS34YAH7FA,2,0,0
AFAJSUFOMLUBMIWBXICZDNHYRA4A,1,0,0
AFALY4R2JPCOH6ZLPIW2RFXP32PQ,2,1,1
AFAMOLAPKR3M2NPTMB362T2Q5RBQ,6,1,1
AFANVB6MPHJTCTFOVIEBKLWZ2GVA,1,0,0
AFAOE4UAGXE3Q2MJ7WZAPWS2FIGQ,1,1,0
AFAOI3QN4UWTNNWNVQOE6QQAJKBA,1,0,1
AFAPFM7WQJ646NZNKTCZUE2V6HHA,1,0,1
AFAPU3GNDN6HE2UGGK2DL4NRWDEQ,2,1,1
AFAR7QJKL73Z6OYJ7343HUIDZOEA,1,1,0
AFARLWKBHU325VVDQTLAUSKS77HA,1,0,0
AFARM33FPL4LQWC245K72WIV4J5A,1,0,0
AFAU6WWJSDLCGCC7J3WG3UTTF7OQ,4,1,0
AFAUCBNVZPU5HDMQI7WBF7LRSHPQ,4,1,1
AFAUPR52X4K5DICQ42Y6YVIMTNLQ,3,0,0
AFAVNRLJUAETZN4NQWVY663BBXWA,4,0,0
AFAVZWBS6XDZJPU3CHOVQCATVRVQ,1,1,1
AFAWJQGMDF5ZVVEEUOSIMSA7BJIQ,2,0,1
AFAWPMGORD5GGCAH22ZGY45ZABZA,1,0,1
AFB2VABYF5ZACXZWESEZDMVK6DYA,2,0,0
AFB3CGWOBCOXQHNXHJJO6MXQN26Q,2,0,0
AFB3M7LGF6T37FZDNTOMZN6SLY3Q,1,0,0
AFB3SQH3B4KXUNSOSGZJ26RLDLMA,1,1,0
AFB4D7AWYWQNRLPL7NSAJ2PJM7HA,1,1,0
AFB64CDUNBMBKYT7FWM2VMSEQ2SQ,1,0,0
AFB64JC2Z2URT6APBXRKP4CKLQRQ,1,1,0
AFBBHUWSKGER6B4NQTDNFPNE5PUA,3,1,1
AFBCH7XR6VRNPJJTRXTSI4A2MVUA,1,0,1
AFBD7XQFPVN2UECEJBNHNXJSS6SA,1,0,1
AFBFWRJFUOOQPV5K3WARIHBCE5HQ,3,1,0
AFBGFRA3EUE2L7QXEOQPAOXDU4EA,1,0,1
AFBHMQAJ552E73TLASGFAVOOCIEQ,2,0,1
AFBIRVJRZPPQ6DBGJTPVEBQVJWPQ,2,1,1
AFBKRVHFMQDWBOA6EUCX3TFO6UDA,1,1,0
AFBM3Y75PJH7AUOFZJLCARDQJO5A,1,0,0
AFBO3VS2OR5UYZ7NDHMKST4ZALLA,1,0,0
AFBR5VDMITJI24U5KZRYEPET3TJQ,4,0,0
AFBRSRBUG6CCEATKA5VKNFQDREIA,1,0,0
AFBTEUJ64WBMX6OGWXMX3LYMTXOA,5,0,1
AFBTVWAUFOCJPP7UCF4PMLBFTBWQ,3,1,1
AFBUCY27RGRKVPZCMS6P4F55HWBQ,5,1,1
AFBUQLBQ3RICCTQOJ6ZMX5KE5XAA,3,1,1
AFBX3UOIL32QU4WXCEP2JMU7ZSYQ,1,0,0
AFC2DAKRFMKGNS5XXFUKY5P7TZCQ,6,0,0
AFC2K4SPF2OWR47NBLWYKQKYR6QQ,4,0,1
AFC45CQDK2L6XETDN6PNQC2PC6EQ,1,1,1
AFC4OOVFE26I6EHZ5DMF5B4KCALA,2,0,0
AFC6IECK7PRZCQ5G7EGVQGHAXYIQ,7,0,0
AFC72RCHIYASYSMCU6SEKZ4UD53A,1,1,1
AFC77S5MZEUO2E7X4MU2VJFZLXOQ,1,0,0
AFC7JUIIE4YP7J5STHK3POT6UQWA,5,1,1
AFCA6OZFF2XCKAARA62BQZMUQGNQ,1,0,1
AFCAUMIM5BK5OYMPUNHHQWMJPA4Q,1,0,0
AFCBX2RD26DCHC6YDK7JOM4C37VA,3,0,0
AFCD6UBVDWL46D36KWHSUM5X7VRA,1,1,1
AFCF2TID2PJKP6XOZP7ONTU6TZKQ,2,1,1
AFCG4XDVEARDZV2OLNOZK24HAVIA,1,0,0
AFCGE5MGID4SJOKAZZ3YDNDGOLLA,2,0,0
AFCGPHKZXB2HZJ6JUMITN53ALNAQ,1,1,1
AFCJCZHJPIP7FB53ROSMW4GWUDSQ,2,1,1
AFCJXZCHAXNJBIANXSIIFOAFLIXQ,1,0,0
AFCMY6QNZINQACDNVXYX4PQ7QXCA,1,0,0
